release_idx,release_time,exec_time_s,period_s,deadline_s,finish_time,deadline_abs,missed_deadline,note
231,952902.401314000,0.000011300,0.020000000,0.020000000,952902.401325300,952902.421314000,0,
232,952902.416220400,0.000007200,0.020000000,0.020000000,952902.416227600,952902.436220400,0,
233,952902.431187900,0.000007800,0.020000000,0.020000000,952902.431195700,952902.451187900,0,
234,952902.462290400,0.000005600,0.020000000,0.020000000,952902.462296000,952902.482290400,0,
235,952902.477803600,0.000009300,0.020000000,0.020000000,952902.477812900,952902.497803600,0,
236,952902.493072500,0.000012300,0.020000000,0.020000000,952902.493084800,952902.513072500,0,
237,952902.524339500,0.000014500,0.020000000,0.020000000,952902.524354000,952902.544339500,0,
238,952902.539729400,0.000008900,0.020000000,0.020000000,952902.539738300,952902.559729400,0,
239,952902.554993300,0.000009800,0.020000000,0.020000000,952902.555003100,952902.574993300,0,
240,952902.570707200,0.000006800,0.020000000,0.020000000,952902.570714000,952902.590707200,0,
241,952902.602221600,0.000007300,0.020000000,0.020000000,952902.602228900,952902.622221600,0,
242,952902.617951100,0.000015500,0.020000000,0.020000000,952902.617966600,952902.637951100,0,
243,952902.633442400,0.000010500,0.020000000,0.020000000,952902.633452900,952902.653442400,0,
244,952902.665170300,0.000006200,0.020000000,0.020000000,952902.665176500,952902.685170300,0,
245,952902.680826300,0.000011500,0.020000000,0.020000000,952902.680837800,952902.700826300,0,
246,952902.696642600,0.000009400,0.020000000,0.020000000,952902.696652000,952902.716642600,0,
247,952902.712332200,0.000015400,0.020000000,0.020000000,952902.712347600,952902.732332200,0,
248,952902.743565000,0.000015600,0.020000000,0.020000000,952902.743580600,952902.763565000,0,
249,952902.758979200,0.000008700,0.020000000,0.020000000,952902.758987900,952902.778979200,0,
250,952902.775218500,0.000006800,0.020000000,0.020000000,952902.775225300,952902.795218500,0,
251,952902.791235200,0.000010800,0.020000000,0.020000000,952902.791246000,952902.811235200,0,
252,952902.823206200,0.000008500,0.020000000,0.020000000,952902.823214700,952902.843206200,0,
253,952902.837802400,0.000010900,0.020000000,0.020000000,952902.837813300,952902.857802400,0,
254,952902.853462400,0.000009300,0.020000000,0.020000000,952902.853471700,952902.873462400,0,
255,952902.884790800,0.000011900,0.020000000,0.020000000,952902.884802700,952902.904790800,0,
256,952902.900363700,0.000009300,0.020000000,0.020000000,952902.900373000,952902.920363700,0,
257,952902.915851700,0.000008700,0.020000000,0.020000000,952902.915860400,952902.935851700,0,
258,952902.931699900,0.000019400,0.020000000,0.020000000,952902.931719300,952902.951699900,0,
259,952902.962481000,0.000010100,0.020000000,0.020000000,952902.962491100,952902.982481000,0,
260,952902.977561100,0.000010000,0.020000000,0.020000000,952902.977571100,952902.997561100,0,
261,952902.993202300,0.000011600,0.020000000,0.020000000,952902.993213900,952903.013202300,0,
262,952903.023799400,0.000006800,0.020000000,0.020000000,952903.023806200,952903.043799400,0,
263,952903.039847700,0.000003700,0.020000000,0.020000000,952903.039851400,952903.059847700,0,
264,952903.055567000,0.000008300,0.020000000,0.020000000,952903.055575300,952903.075567000,0,
265,952903.071481300,0.000003900,0.020000000,0.020000000,952903.071485200,952903.091481300,0,
266,952903.102184700,0.000007300,0.020000000,0.020000000,952903.102192000,952903.122184700,0,
267,952903.118126000,0.000008400,0.020000000,0.020000000,952903.118134400,952903.138126000,0,
268,952903.133815900,0.000006800,0.020000000,0.020000000,952903.133822700,952903.153815900,0,
269,952903.165046500,0.000008700,0.020000000,0.020000000,952903.165055200,952903.185046500,0,
270,952903.180652300,0.000010200,0.020000000,0.020000000,952903.180662500,952903.200652300,0,
271,952903.194931500,0.000010400,0.020000000,0.020000000,952903.194941900,952903.214931500,0,
272,952903.226650100,0.000006900,0.020000000,0.020000000,952903.226657000,952903.246650100,0,
273,952903.241792400,0.000007200,0.020000000,0.020000000,952903.241799600,952903.261792400,0,
274,952903.258080400,0.000005100,0.020000000,0.020000000,952903.258085500,952903.278080400,0,
275,952903.273470200,0.000009000,0.020000000,0.020000000,952903.273479200,952903.293470200,0,
276,952903.304079500,0.000010400,0.020000000,0.020000000,952903.304089900,952903.324079500,0,
277,952903.319828500,0.000004200,0.020000000,0.020000000,952903.319832700,952903.339828500,0,
278,952903.334618100,0.000009500,0.020000000,0.020000000,952903.334627600,952903.354618100,0,
279,952903.364905400,0.000007900,0.020000000,0.020000000,952903.364913300,952903.384905400,0,
280,952903.380785600,0.000011300,0.020000000,0.020000000,952903.380796900,952903.400785600,0,
281,952903.395873900,0.000013500,0.020000000,0.020000000,952903.395887400,952903.415873900,0,
282,952903.411697300,0.000015200,0.020000000,0.020000000,952903.411712500,952903.431697300,0,
283,952903.442688000,0.000006500,0.020000000,0.020000000,952903.442694500,952903.462688000,0,
284,952903.458398800,0.000012600,0.020000000,0.020000000,952903.458411400,952903.478398800,0,
285,952903.474618100,0.000009600,0.020000000,0.020000000,952903.474627700,952903.494618100,0,
286,952903.505333100,0.000007000,0.020000000,0.020000000,952903.505340100,952903.525333100,0,
287,952903.520809500,0.000011700,0.020000000,0.020000000,952903.520821200,952903.540809500,0,
288,952903.536009000,0.000016300,0.020000000,0.020000000,952903.536025300,952903.556009000,0,
289,952903.550947700,0.000007200,0.020000000,0.020000000,952903.550954900,952903.570947700,0,
290,952903.582099400,0.000008500,0.020000000,0.020000000,952903.582107900,952903.602099400,0,
