release_idx,release_time,exec_time_s,period_s,deadline_s,finish_time,deadline_abs,missed_deadline,note
971,952917.197912100,0.000047800,0.020000000,0.020000000,952917.197959900,952917.217912100,0,
972,952917.228873600,0.000043900,0.020000000,0.020000000,952917.228917500,952917.248873600,0,
973,952917.244516500,0.000056500,0.020000000,0.020000000,952917.244573000,952917.264516500,0,
974,952917.259809100,0.000053000,0.020000000,0.020000000,952917.259862100,952917.279809100,0,
975,952917.291081600,0.000051800,0.020000000,0.020000000,952917.291133400,952917.311081600,0,
976,952917.306746400,0.000045500,0.020000000,0.020000000,952917.306791900,952917.326746400,0,
977,952917.322038900,0.000025800,0.020000000,0.020000000,952917.322064700,952917.342038900,0,
978,952917.338051600,0.000039300,0.020000000,0.020000000,952917.338090900,952917.358051600,0,
979,952917.368984700,0.000039100,0.020000000,0.020000000,952917.369023800,952917.388984700,0,
980,952917.384102900,0.000049900,0.020000000,0.020000000,952917.384152800,952917.404102900,0,
981,952917.400201700,0.000041500,0.020000000,0.020000000,952917.400243200,952917.420201700,0,
982,952917.431268200,0.000080600,0.020000000,0.020000000,952917.431348800,952917.451268200,0,
983,952917.446827000,0.000055800,0.020000000,0.020000000,952917.446882800,952917.466827000,0,
984,952917.462725700,0.000041600,0.020000000,0.020000000,952917.462767300,952917.482725700,0,
985,952917.478023100,0.000036200,0.020000000,0.020000000,952917.478059300,952917.498023100,0,
986,952917.509132600,0.000047400,0.020000000,0.020000000,952917.509180000,952917.529132600,0,
987,952917.525258400,0.000030500,0.020000000,0.020000000,952917.525288900,952917.545258400,0,
988,952917.540360200,0.000037000,0.020000000,0.020000000,952917.540397200,952917.560360200,0,
989,952917.555838200,0.000041800,0.020000000,0.020000000,952917.555880000,952917.575838200,0,
990,952917.585826700,0.000075700,0.020000000,0.020000000,952917.585902400,952917.605826700,0,
991,952917.602143300,0.000044600,0.020000000,0.020000000,952917.602187900,952917.622143300,0,
992,952917.618036700,0.000047600,0.020000000,0.020000000,952917.618084300,952917.638036700,0,
993,952917.649030300,0.000049500,0.020000000,0.020000000,952917.649079800,952917.669030300,0,
994,952917.664310400,0.000060000,0.020000000,0.020000000,952917.664370400,952917.684310400,0,
